,Project No,Project Title,Implementing Agency,Approp Fund,Agy Fund,Lifetime Budget,LTD Allotments,Exp to 2013,Allot 2014,Exp 2014,Allot 2015,Exp 2015,Allot 2016,Exp 2016,LTD Expenditures,Unspent Allot,Encumbrances,Pre Encumbrances,ID Advances,LifeTime Balance,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,6-yr Total
278,SG106C,WINDOW REPLACEMENT,GA0,0300,0300,44217191.75,44217191.75,44240068.04,0,-22876.29,0,0,0,0,44217191.75,0,0,0,0,0,0,0,0,0,0,0,0
279,SG106C,WINDOW REPLACEMENT,GM0,0300,0300,6710404.3,6710404.3,6710404.3,0,0,0,0,0,0,6710404.3,0,0,0,0,0,0,0,0,0,0,0,0
280,SG108A,PLUMBING,GA0,0350,0350,200823,200823,200823,0,0,0,0,0,0,200823,0,0,0,0,0,0,0,0,0,0,0,0
281,SG108C,PLUMBING,GA0,0300,0300,3314549.9,3314549.9,3314549.9,-1630.58,0,0,0,0,0,3314549.9,0,0,0,0,0,0,0,0,0,0,0,0
282,SG109A,MISCELLANEOUS ASBESTOS,GA0,0350,0350,2454078,2454078,2454078,-32380,0,0,0,0,0,2454078,0,0,0,0,0,0,0,0,0,0,0,0
283,SG109C,MISCELLANEOUS ASBESTOS,GA0,0300,0300,1499060.02,1499060.02,1499060.02,0,0,0,0,0,0,1499060.02,0,0,0,0,0,0,0,0,0,0,0,0
284,SG120C,GENERAL IMPROVEMENT,GA0,0300,0300,1024462.12,1024462.12,1024462.12,0,0,0,0,0,0,1024462.12,0,0,0,0,0,0,0,0,0,0,0,0
285,SG121C,PK8 RENOVATION (SCHOOL CONSOLIDATION),AM0,0300,0301,0,0,0,-7.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,SG121C,PK8 RENOVATION (SCHOOL CONSOLIDATION),GM0,0300,0300,33398501,33398501,33398501,0,0,0,0,0,0,33398501,0,0,0,0,0,0,0,0,0,0,0,0
287,SG121C,PK8 RENOVATION (SCHOOL CONSOLIDATION),,,0301,4605452.5,4605452.5,4605452.5,0,0,0,0,0,0,4605452.5,0,0,0,0,0,0,0,0,0,0,0,0
288,SG121C,PK8 RENOVATION (SCHOOL CONSOLIDATION),,0330,3109,24394439.5,24394439.5,24394439.5,0,0,0,0,0,0,24394439.5,0,0,0,0,0,0,0,0,0,0,0,0
289,SG122C,RECEIVING SCHOOL BLITZ (SCHOOL CONSOLIDA,AM0,0300,0300,7269103.54,7269103.54,6376975.6,-571446.46,891712.91,0,0,0,0,7268688.51,415.03,15.24,0,0,399.79,0,0,0,0,0,0,0
290,SG122C,RECEIVING SCHOOL BLITZ (SCHOOL CONSOLIDA,GM0,0300,0300,18723088,18723088,18723088,0,0,0,0,0,0,18723088,0,0,0,0,0,0,0,0,0,0,0,0
291,SG122C,RECEIVING SCHOOL BLITZ (SCHOOL CONSOLIDA,,,0301,827017,827017,827017,0,0,0,0,0,0,827017,0,0,0,0,0,0,0,0,0,0,0,0
292,SG122C,RECEIVING SCHOOL BLITZ (SCHOOL CONSOLIDA,,0330,3109,6262401,6262401,6262401,0,0,0,0,0,0,6262401,0,0,0,0,0,0,0,0,0,0,0,0
293,SG123C,RELOCATION AND FF&E (SCHOOL CONSOLIDATIO,GM0,0300,0300,4052384.81,4052384.81,4052384.81,0,0,0,0,0,0,4052384.81,0,0,0,0,0,0,0,0,0,0,0,0
294,SG123C,RELOCATION AND FF&E (SCHOOL CONSOLIDATIO,,,0301,1283227.55,1283227.55,1283227.55,0,0,0,0,0,0,1283227.55,0,0,0,0,0,0,0,0,0,0,0,0
295,SG123C,RELOCATION AND FF&E (SCHOOL CONSOLIDATIO,,0330,3109,3834327,3834327,3834327,0,0,0,0,0,0,3834327,0,0,0,0,0,0,0,0,0,0,0,0
296,SG1CLC,FY 2013 CLOSURES,AM0,0300,0300,0,0,0,-280596.02,0,-819403.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,SG220C,DAPS - MAINT. & REPAIRS,GA0,0300,0300,500000,500000,500000,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0
298,SG301C,CARPET REPLACEMENT,GA0,0300,0300,57495681.72,57495681.72,57515394.32,0,-19712.6,0,0,0,0,57495681.72,0,0,0,0,0,0,0,0,0,0,0,0
299,SG302C,ELECTRICAL MODIFICATIONS,AM0,0300,0300,82664.02,82664.02,82664.02,-33377.88,0,0,0,0,0,82664.02,0,0,0,0,0,0,0,0,0,0,0,0
300,SG302C,ELECTRICAL MODIFICATIONS,GA0,0300,0300,38221540,38221540,38221540,0,0,0,0,0,0,38221540,0,0,0,0,0,0,0,0,0,0,0,0
301,SG303C,ADA COMPLIANCE,AM0,0300,0300,297849.31,297849.31,90429.21,0,0,0,0,0,0,90429.21,207420.1,63125.33,144294.77,0,0,0,0,0,0,0,0,0
302,SG303C,ADA COMPLIANCE,GA0,0300,0300,8469933.48,8469933.48,8469933.48,0,0,0,0,0,0,8469933.48,0,0,0,0,0,0,0,0,0,0,0,0
303,SG303C,ADA COMPLIANCE,GM0,0300,0300,3862141.2,3862141.2,3862141.2,0,0,0,0,0,0,3862141.2,0,0,0,0,0,0,0,0,0,0,0,0
304,SG305A,MODERNIZATION,GA0,0300,0300,0,0,-138225.26,0,138225.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,SG305A,MODERNIZATION,,0350,0350,2190561.58,2190561.58,2328786.84,-138417.42,-138225.26,0,0,0,0,2190561.58,0,0,0,0,0,0,0,0,0,0,0,0
306,SG305C,MODERNIZATION,AM0,0300,0300,434631.1,434631.1,204953,-200000,0,0,0,0,0,204953,229678.1,0,0,0,229678.1,0,0,0,0,0,0,0
307,SG305C,MODERNIZATION,,,0301,49685.32,49685.32,0,0,21189.4,0,0,0,0,21189.4,28495.92,0,0,0,28495.92,0,0,0,0,0,0,0
308,SG305C,MODERNIZATION,GA0,0300,0300,129837845.1,129837845.1,130657217.3,0,0,0,0,0,0,130657217.3,-819372.23,0,0,-677512.36,-141859.87,0,0,0,0,0,0,0
309,SG305C,MODERNIZATION,,,0301,28732472.48,28732472.48,27913100.25,0,0,0,0,0,0,27913100.25,819372.23,0,0,677512.36,141859.87,0,0,0,0,0,0,0
310,SG305C,MODERNIZATION,GM0,0300,0300,1606974.3,1606974.3,1606974.3,0,0,0,0,0,0,1606974.3,0,0,0,0,0,0,0,0,0,0,0,0
311,SG305C,MODERNIZATION,,,0301,639259.83,639259.83,639259.83,0,0,0,0,0,0,639259.83,0,0,0,0,0,0,0,0,0,0,0,0
312,SG308C,NEW SCHOOL,GA0,0300,0300,9837822.38,9837822.38,9837822.38,0,0,0,0,0,0,9837822.38,0,0,0,0,0,0,0,0,0,0,0,0
313,SG309C,ENERGY CONSERVATION,GA0,0300,0300,3551895.41,3551895.41,3551895.41,0,0,0,0,0,0,3551895.41,0,0,0,0,0,0,0,0,0,0,0,0
314,SG320A,MAINTENANCE IMPROV CITYPAYGO,GA0,0350,0350,180000,180000,180000,0,0,0,0,0,0,180000,0,0,0,0,0,0,0,0,0,0,0,0
315,SG320C,MAINTENANCE IMPROV CITYPAYGO,GA0,0300,0300,1989082.08,1989082.08,1989082.08,0,0,0,0,0,0,1989082.08,0,0,0,0,0,0,0,0,0,0,0,0
316,SG321C,MISCELLANEOUS ASBESTO,GM0,0300,0300,2089969.87,2089969.87,2089969.87,0,0,0,0,0,0,2089969.87,0,0,0,0,0,0,0,0,0,0,0,0
317,SG3W7C,WARD 7 SPECIALTY SCHOOL,AM0,0300,0300,47347000,32404000,0,0,0,2750000,0,29654000,0,0,32404000,0,0,0,47347000,14943000,0,0,0,0,0,14943000
318,SG401C,CLEVELAND ES,GA0,0300,0300,2981739.62,2981739.62,2981739.62,0,0,0,0,0,0,2981739.62,0,0,0,0,0,0,0,0,0,0,0,0
319,SG402C,THOMSON ES,GA0,0300,0300,3352307.43,3352307.43,3352307.43,0,0,0,0,0,0,3352307.43,0,0,0,0,0,0,0,0,0,0,0,0
320,SG403C,KEY ES,GA0,0300,0300,13007488.24,13007488.24,13007488.24,0,0,0,0,0,0,13007488.24,0,0,0,0,0,0,0,0,0,0,0,0
321,SG405C,NOYES ES,GA0,0300,0300,11383465.65,11383465.65,11383465.65,0,0,0,0,0,0,11383465.65,0,0,0,0,0,0,0,0,0,0,0,0
322,SG406C,MINER ES,GA0,0300,0300,6391359.2,6391359.2,6391359.2,0,0,0,0,0,0,6391359.2,0,0,0,0,0,0,0,0,0,0,0,0
323,SG407C,RANDLE HIGHLAND ES,GA0,0300,0300,8391222.8,8391222.8,8391222.8,0,0,0,0,0,0,8391222.8,0,0,0,0,0,0,0,0,0,0,0,0
324,SG408C,PATTERSON ES,GA0,0300,0300,5365869.87,5365869.87,5365869.87,0,0,0,0,0,0,5365869.87,0,0,0,0,0,0,0,0,0,0,0,0
325,SG409C,KELLY MILLER MS NEW SCHOOL-KELLEY MILLER JHS,GA0,0300,0300,10614880.17,10614880.17,10614880.17,0,0,0,0,0,0,10614880.17,0,0,0,0,0,0,0,0,0,0,0,0
326,SG411C,NEW TECHNOLOGY CENTER,GA0,0300,0300,17678162,17678162,17678162,0,0,0,0,0,0,17678162,0,0,0,0,0,0,0,0,0,0,0,0
327,SG412C, ONGOING INITIATIVES,GM0,0300,0300,10235216.44,10235216.44,10235216.44,0,0,0,0,0,0,10235216.44,0,0,0,0,0,0,0,0,0,0,0,0
328,SG412C, ONGOING INITIATIVES,,0330,3109,601130.75,601130.75,601130.75,0,0,0,0,0,0,601130.75,0,0,0,0,0,0,0,0,0,0,0,0
329,SG412C,ONGOING INITIATIVES,GA0,0300,0300,32570942.45,32570942.45,32570942.45,0,0,0,0,0,0,32570942.45,0,0,0,0,0,0,0,0,0,0,0,0
330,SG413C,ELLINGTON - DUKE ELLINGTON,AM0,0300,0300,19250,19250,0,0,0,0,19250,0,0,19250,0,0,0,0,0,0,0,0,0,0,0,0
331,SG413C,ELLINGTON - DUKE ELLINGTON,GA0,0300,0300,2422583.86,2422583.86,2422583.86,307450,0,0,0,0,0,2422583.86,0,0,0,0,0,0,0,0,0,0,0,0
332,SG413C,ELLINGTON - DUKE ELLINGTON,GM0,0300,0300,510440,510440,510440,0,0,0,0,0,0,510440,0,0,0,0,0,0,0,0,0,0,0,0
333,SG420C,MAINTENANCE IMPROV CITYPAYGO,GA0,0300,0300,1968818.17,1968818.17,1968818.17,0,0,0,0,0,0,1968818.17,0,0,0,0,0,0,0,0,0,0,0,0
334,SG437C,SAVOY ES /MARSHALL MODERNIZATION,GA0,0300,0301,1207310.21,1207310.21,1207310.21,0,0,0,0,0,0,1207310.21,0,0,0,0,0,0,0,0,0,0,0,0
335,SG520C,MAINTENANCE PAYGO,GA0,0300,0300,9872697.79,9872697.79,9872697.79,0,0,0,0,0,0,9872697.79,0,0,0,0,0,0,0,0,0,0,0,0
336,SG701C,GENERAL IMPRV VAR LOC DCPS,CC0,0300,0300,1695336.9,1695336.9,1695336.9,0,0,0,0,0,0,1695336.9,0,0,0,0,0,0,0,0,0,0,0,0
337,SG820C,GENERAL IMPROVEMENTS,GA0,0300,0300,6825740.86,6825740.86,6825740.86,0,0,0,0,0,0,6825740.86,0,0,0,0,0,0,0,0,0,0,0,0
338,SG920C,GENERAL IMPROVEMENTS,GA0,0300,0300,1475432.69,1475432.69,1475432.69,0,0,0,0,0,0,1475432.69,0,0,0,0,0,0,0,0,0,0,0,0
339,SH820C,A/C REPLACEMENTS,GA0,0300,0300,2444181.33,2444181.33,2444181.33,0,0,0,0,0,0,2444181.33,0,0,0,0,0,0,0,0,0,0,0,0
340,SJ820C,EQUIPMENT,GA0,0300,0300,1999809,1999809,1999809,0,0,0,0,0,0,1999809,0,0,0,0,0,0,0,0,0,0,0,0
341,SK120C,ATHLETIC FAC. IMPROVEMENT,AM0,0300,0300,217215.25,217215.25,0,1000000,217215.25,-1000000,0,0,0,217215.25,0,0,0,0,0,0,0,0,0,0,0,0
342,SK120C,ATHLETIC FAC. IMPROVEMENT,GA0,0300,0300,14532805.61,14532805.61,14532805.61,0,0,0,0,0,0,14532805.61,0,0,0,0,0,0,0,0,0,0,0,0
343,SK120C,ATHLETIC FAC. IMPROVEMENT,GM0,0300,0300,9721361.01,9721361.01,9721361.01,0,0,0,0,0,0,9721361.01,0,0,0,0,0,0,0,0,0,0,0,0
344,SK120C,ATHLETIC FAC. IMPROVEMENT,,,0301,592185.67,592185.67,592185.67,0,0,0,0,0,0,592185.67,0,0,0,0,0,0,0,0,0,0,0,0
345,SK120C,ATHLETIC FAC. IMPROVEMENT,,0330,3109,20944882.02,20944882.02,20944882.02,0,0,0,0,0,0,20944882.02,0,0,0,0,0,0,0,0,0,0,0,0
346,SK1ASC,PROSPECT ES - ANNE GODING/SHERWOOD RC (PLAYGROUND),AM0,0300,0300,1445000,1445000,0,0,812491.17,-55000,516245.65,0,107603.99,1436340.81,8659.19,1862.36,0,0,6796.83,0,0,0,0,0,0,0
347,SK1MKC,MARTIN LUTHER KING ES (PLAYGROUND),AM0,0300,0300,750000,750000,0,0,0,0,165401.16,0,312203.46,477604.62,272395.38,209573.07,0,0,62822.31,0,0,0,0,0,0,0
348,SK1MRC,MARIE REED ES (STADIUM),AM0,0300,0300,830000,830000,543701.37,-120000,286298.62,0,0,0,0,829999.99,0.01,0.01,0,0,0,0,0,0,0,0,0,0
349,SK1MYC,MAURY ES (PLAYGROUND),AM0,0300,0300,750000,750000,0,0,750000,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0
350,SM120C,SCHOOL MODERNIZATION,GA0,0300,0300,1294273.53,1294273.53,1294273.53,0,0,0,0,0,0,1294273.53,0,0,0,0,0,0,0,0,0,0,0,0
351,T2240C,STUDENT INFO,TO0,0300,0300,1998828.8,1998828.8,1998828.8,0,0,0,0,0,0,1998828.8,0,0,0,0,0,0,0,0,0,0,0,0
352,T2241C,STUDENT INFORMATION SYSTEM-PCS,GA0,0300,0300,291744.52,291744.52,291744.52,-727.07,0,-16863.88,0,0,0,291744.52,0,0,0,0,0,0,0,0,0,0,0,0
353,T2241C,STUDENT INFORMATION SYSTEM-PCS,,,0301,498750,498750,0,998750,0,-500000,348898.98,0,0,348898.98,149851.02,84532.72,61619.9,0,3698.4,0,0,0,0,0,0,0
354,T2241C,STUDENT INFORMATION SYSTEM-PCS,TO0,0300,0300,2454874.73,2454874.73,2454874.73,0,0,-35789.8,0,0,0,2454874.73,0,0,0,0,0,0,0,0,0,0,0,0
355,T2242C,ENTERPRISE RESOURCE PLANNING,GA0,0300,0300,991376.98,991376.98,991376.98,0,0,-50976.23,0,0,0,991376.98,0,0,0,0,0,0,0,0,0,0,0,0
356,T2242C,ENTERPRISE RESOURCE PLANNING,,,0301,835247,835247,0,1801250,0,-950139.22,608916.82,-15863.78,2456.34,611373.16,223873.84,25565.09,36234.1,0,162074.65,0,0,0,0,0,0,0
357,T2242C,ENTERPRISE RESOURCE PLANNING,TO0,0300,0300,7373812,7373812,7373812,-5040,0,0,0,0,0,7373812,0,0,0,0,0,0,0,0,0,0,0,0
358,T2242C,ENTERPRISE RESOURCE PLANNING,,,0301,578794.79,578794.79,578794.79,0,0,0,0,0,0,578794.79,0,0,0,0,0,0,0,0,0,0,0,0
359,T2243C,E-RATE,TO0,0300,0300,4610976.99,4610976.99,4610976.99,0,0,0,0,0,0,4610976.99,0,0,0,0,0,0,0,0,0,0,0,0
360,T2244C,SETS EXPANSION - PCS,TO0,0300,0300,963697.94,963697.94,963697.94,0,0,0,0,0,0,963697.94,0,0,0,0,0,0,0,0,0,0,0,0
361,T2247C,DCPS DCSTARS HW UPGRADE,GA0,0300,0300,7000000,7000000,0,0,0,4500000,3308392.68,2500000,40078.69,3348471.37,3651528.63,2007143.02,58764,0,1585621.61,0,0,0,0,0,0,0
362,T2299C,DCPS PEOPLESOFT - M.L.,ELC,0300,0302,5937058.88,5937058.88,5937058.88,0,0,0,0,0,0,5937058.88,0,0,0,0,0,0,0,0,0,0,0,0
363,TA137C,TUBMAN ES MODERNIZATION,GM0,0300,0300,3644743,3644743,3644743,0,0,0,0,0,0,3644743,0,0,0,0,0,0,0,0,0,0,0,0
364,TB137C,BRENT ES MODERNIZATION,AM0,0300,0300,9840,9840,0,0,0,0,0,0,0,0,9840,9840,0,0,0,0,0,0,0,0,0,0
365,TB137C,BRENT ES MODERNIZATION,GM0,0300,0300,4475354,4475354,4475354,0,0,0,0,0,0,4475354,0,0,0,0,0,0,0,0,0,0,0,0
366,TB237C,BURROUGHS ES MODERNIZATION/RENOVATION,AM0,0300,0300,3925756.49,3925756.49,3010531.76,132422,288005.32,0,153.71,0,0,3298690.79,627065.7,43107.19,582169.85,0,1788.66,0,0,0,0,0,0,0
367,TB237C,BURROUGHS ES MODERNIZATION/RENOVATION,GM0,0300,0300,4940357.51,4940357.51,4940357.51,0,0,0,0,0,0,4940357.51,0,0,0,0,0,0,0,0,0,0,0,0
368,TB337C,FEREBEE HOPE ES MODERNIZATION/RENOVATION,GM0,0300,0300,4532419.4,4532419.4,4532419.4,0,0,0,0,0,0,4532419.4,0,0,0,0,0,0,0,0,0,0,0,0
369,TK337C,TAKOMA ES RENOVATION/MODERNIZATION,AM0,0300,0300,15838784.04,15838784.04,15696232.95,-501.51,0,135000,88199.25,0,0,15784432.2,54351.84,1220.14,0,0,53131.7,0,0,0,0,0,0,0
370,TK337C,TAKOMA ES RENOVATION/MODERNIZATION,,,0301,496798.47,496798.47,494189.32,-883.77,0,0,0,0,0,494189.32,2609.15,0,0,0,2609.15,0,0,0,0,0,0,0
371,TK337C,TAKOMA ES RENOVATION/MODERNIZATION,GM0,0300,0300,8989592.08,8989592.08,8989592.08,0,0,0,0,0,0,8989592.08,0,0,0,0,0,0,0,0,0,0,0,0
372,TK337C,TAKOMA ES RENOVATION/MODERNIZATION,,,0301,5489.95,5489.95,5489.95,0,0,0,0,0,0,5489.95,0,0,0,0,0,0,0,0,0,0,0,0
373,TU337C,TURNER ES MODERNIZATION/RENOVATION,AM0,0300,0300,24567902.53,24567902.53,24453023.28,-12309.21,0,-3166.03,0,0,0,24453023.28,114879.25,0,0,46607.59,68271.66,0,0,0,0,0,0,0
374,TU337C,TURNER ES MODERNIZATION/RENOVATION,,,0301,204990.85,204990.85,204990.85,-10874.1,0,0,0,0,0,204990.85,0,0,0,0,0,0,0,0,0,0,0,0
375,TU337C,TURNER ES MODERNIZATION/RENOVATION,GM0,0300,0300,2169419.13,2169419.13,2169419.13,0,0,0,0,0,0,2169419.13,0,0,0,0,0,0,0,0,0,0,0,0
376,WT337C,WHITTIER EC MODERNIZATION/RENOVATION,AM0,0300,0300,2260550.33,2260550.33,2228131,-85579.45,0,0,0,0,0,2228131,32419.33,32149.33,0,0,270,0,0,0,0,0,0,0
377,WT337C,WHITTIER EC MODERNIZATION/RENOVATION,GM0,0300,0300,2980480.3,2980480.3,2980480.3,0,0,0,0,0,0,2980480.3,0,0,0,0,0,0,0,0,0,0,0,0
378,YY101C,BANNEKER HS MODERNIZATION/RENOVATION,AM0,0300,0300,78074000,1000000,0,0,0,1000000,0,0,0,0,1000000,0,0,0,78074000,0,0,12157000,17745000,47172000,0,77074000
379,YY103C,FRANCIS/STEVENS ES MODERNIZATION/RENOVAT,AM0,0300,0300,22278000,2100000,0,0,0,2100000,1314688.79,0,0,1314688.79,785311.21,115304.36,55941.91,0,20792064.94,0,0,20178000,0,0,0,20178000
380,YY105C,PROSPECT ES MODERNIZATION/RENOVATION,AM0,0300,0300,14901250,2963250,0,0,0,2979922.71,0,-16672.71,0,0,2963250,0,0,16672.71,14884577.29,0,0,11938000,0,0,0,11938000
381,YY105C,PROSPECT ES MODERNIZATION/RENOVATION,,,0301,36750,36750,0,0,0,36750,36750,0,0,36750,0,0,0,0,0,0,0,0,0,0,0,0
382,YY106C,WASHINGTON-METRO MODERNIZATION/RENOVATIO,AM0,0300,0300,9900000,0,0,0,0,0,0,0,0,0,0,0,0,0,9900000,0,0,0,0,9900000,0,9900000
383,YY107C,LOGAN ES MODERNIZATION/RENOVATION,AM0,0300,0300,14593955.51,2641955.51,0,-39744.49,260255.51,2381700,672310.67,0,35136.09,967702.27,1674253.24,141471.7,0,22106.46,13462675.08,0,0,11952000,0,0,0,11952000
384,YY107C,LOGAN ES MODERNIZATION/RENOVATION,,,0301,43300,43300,0,0,0,43300,43300,0,0,43300,0,0,0,0,0,0,0,0,0,0,0,0
385,YY108C,BROWNE MS MODERNIZATION/RENOVATION,AM0,0300,0300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20636000,0,0,0,20636000
386,YY108C,BROWNE MS MODERNIZATION/RENOVATION,AM0,0300,0300,23793130.05,3157129.05,0,-34678.95,0,1000000,131951,0,0,131951,3025178.05,57000,0,0,23604179.05,0,0,0,0,0,0,0
387,YY108C,BROWNE MS MODERNIZATION/RENOVATION,,,0301,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
388,YY120C,SHAW MODERNIZATION/RENOVATION,AM0,0300,0300,0,0,0,4410000,0,-4410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,YY130C,MODERNIZATIONS UNDERWAY,AM0,0300,0300,0,0,-24813.8,0,24813.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,YY131C,HIGH SCHOOL MODERNIZATIONS,AM0,0300,0300,0,0,-24805.02,0,24805.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,YY132C,ELEMENTARY/MIDDLE SCHOOLS MODERNIZATION,AM0,0300,0300,0,0,-24804.96,0,24804.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,YY133C,SELECTIVE ADDITIONS & NEW CONSTRUCTION,AM0,0300,0300,0,0,-24805.02,0,24805.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,YY140C,AMIDON ES MODERNIZATION/RENOVATION,AM0,0300,0300,5890730.9,5890730.9,5890730.44,-4269.1,0,0,0,0,0,5890730.44,0.46,0,0,0,0.46,0,0,0,0,0,0,0
394,YY140C,AMIDON ES MODERNIZATION/RENOVATION,,,0301,102574.41,102574.41,104321.16,-2425.59,-1746.75,0,0,0,0,102574.41,0,0,0,0,0,0,0,0,0,0,0,0
395,YY141C,BUNKER HILL ES - FORMER BROOKLAND ES MODERNIZATION/RENOVATION,AM0,0300,0300,6544177.95,6544177.95,6056149.81,-13053.79,477615,-10268.26,0,0,0,6533764.81,10413.14,10413.14,0,0,0,0,0,0,0,0,0,0
396,YY142C,BRUCE MONROE @ PARKVIEW ES MODERNIZATION,AM0,0300,0300,17026865.11,17026865.11,11264300.28,-41684.24,0,5677549.35,0,0,0,11264300.28,5762564.83,0,0,0,5762564.83,0,0,0,0,0,0,0
397,YY142C,BRUCE MONROE @ PARKVIEW ES MODERNIZATION,,,0301,0,0,0,0,0,-34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,YY144C,HOUSTON ES RENOVATION/MODERNIZATION,AM0,0300,0300,16943000,1250000,0,1250000,41406,0,1149626.25,0,0,1191032.25,58967.75,22123.75,0,5736,15724108,15693000,0,0,0,0,0,15693000
399,YY145C,KETCHAM ES MODERNIZATION/RENOVATION,AM0,0300,0300,8327701.17,8327701.17,8319623.45,-125852.37,317.72,-2696.46,0,0,0,8319941.17,7760,0,3760,4000,0,0,0,0,0,0,0,0
400,YY145C,KETCHAM ES MODERNIZATION/RENOVATION,,,0301,8750,8750,8749.76,0,0,0,0,0,0,8749.76,0.24,0,0,0,0.24,0,0,0,0,0,0,0
401,YY146C,LASALLE ES MODERNIZATION/RENOVATION,AM0,0300,0300,6384581.89,6384581.89,6065075.45,0,294106.69,-75142.98,0,0,0,6359182.14,25399.75,25399.75,0,0,0,0,0,0,0,0,0,0
402,YY147C,LECKIE ES MODERNIZATION/RENOVATION,AM0,0300,0300,8160918,8160918,7579401.68,-132422,267711,0,0,0,0,7847112.68,313805.32,79815.01,233990.31,0,0,0,0,0,0,0,0,0
403,YY150C,NALLE ES MODERNIZATION/RENOVATION,AM0,0300,0300,11528572.13,11528572.13,11347516.5,-50000,154925.58,-28328.87,0,0,0,11502442.08,26130.05,26130.05,0,0,0,0,0,0,0,0,0,0
404,YY150C,NALLE ES MODERNIZATION/RENOVATION,,,0301,42000,42000,18964.95,0,0,0,0,0,0,18964.95,23035.05,0,0,0,23035.05,0,0,0,0,0,0,0
405,YY151C,PEABODY ES RENOVATION/MODERNIZATION,AM0,0300,0300,7099258,7099258,6685699.28,0,161711.68,-142169.5,181405.11,0,0,7028816.07,70441.93,7781.29,0,48390.4,14270.24,0,0,0,0,0,0,0
406,YY151C,PEABODY ES RENOVATION/MODERNIZATION,,,0301,0,0,0,0,0,-15074.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,YY152C,POWELL ES RENOVATION/MODERNIZATION,AM0,0300,0300,36604294,36604294,6796246.32,4206064.03,1518377,18654567.28,14988655.71,3250000,-395262.45,22908016.58,13696277.42,5393563.15,580214.84,301381.08,7421118.35,0,0,0,0,0,0,0
408,YY152C,POWELL ES RENOVATION/MODERNIZATION,,,0301,8139880.29,8139880.29,0,15256935.97,64978.14,-6380567.28,2122718.8,-750000,399288.45,2586985.39,5552894.9,567332.32,20661.24,0,4964901.34,0,0,0,0,0,0,0
409,YY153C,ROSS ES RENOVATION,AM0,0300,0300,2500000,2500000,2495393.65,0,-3701.31,0,0,0,0,2491692.34,8307.66,8295.59,0,0,12.07,0,0,0,0,0,0,0
410,YY156C,SIMON ES RENOVATION,AM0,0300,0300,8661130,8661130,7641148.48,0,714288.4,0,149873.72,0,0,8505310.6,155819.4,134425.65,2875.3,16370.76,2147.69,0,0,0,0,0,0,0
411,YY156C,SIMON ES RENOVATION,,,0301,11490,11490,0,0,0,0,0,0,0,0,11490,0,0,0,11490,0,0,0,0,0,0,0
412,YY157C,STUART HOBSON MS RENOVATION,AM0,0300,0300,47666762.3,47666762.3,19369940.28,19881000,14663600.47,4750762.3,10619725.95,0,1190116.29,45843382.99,1823379.31,412700.67,1007500.94,224472.94,178704.76,0,0,0,0,0,0,0
413,YY158C,SPECIAL PROJECTS,AM0,0300,0300,1849417.53,1849417.53,1458236.73,0,391180.8,-2582.47,0,0,0,1849417.53,0,0,0,0,0,0,0,0,0,0,0,0
414,YY159C,ELLINGTON MODERNIZATION/RENOVATION,AM0,0300,0300,177485582.4,164321582.4,267088,14067855,13005176.77,88174949.6,17856901.93,58124777.75,0,31129166.7,133192415.7,35436822.35,695032.04,17281.95,110207279.3,13164000,0,0,0,0,0,13164000
415,YY159C,ELLINGTON MODERNIZATION/RENOVATION,,,0301,0,0,0,0,0,9600000,0,-9600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,YY160C,ADAMS ES MODERNIZATION/RENOVATION,AM0,0300,0300,14226481,1990481,1954471.65,-9129,36009.35,0,0,0,0,1990481,0,0,0,0,12236000,0,0,12236000,0,0,0,12236000
417,YY161C,BEERS ES MODERNIZATION/RENOVATION,AM0,0300,0300,15123195.69,15123195.69,13360035.63,0,1160911.31,0,292985.66,-24188.31,0,14813932.6,309263.09,124021.02,167043.95,18198.12,0,0,0,0,0,0,0,0
418,YY161C,BEERS ES MODERNIZATION/RENOVATION,,,0301,0,0,0,0,0,-26669.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,YY162C,HEARST ES MODERNIZATION/RENOVATION,AM0,0300,0300,43433519.46,43433519.46,8696091.05,19535000,9220398.13,14460809.28,17762217.21,-26289.82,387566.64,36066273.03,7367246.43,3576230.32,453817.77,107132.43,3230065.91,0,0,0,0,0,0,0
